theme_id,Industry,Theme,Companies_Count,Filename,Match_Info
RE_IND,Real Estate,Industrial Real Estate,25,industrial_real_estate.csv,Exact
RE_RE3,Real Estate,Real Estate Investment Trust,24,impact_investment.csv,Fuzzy (86)
RE_SIN,Real Estate,Single-family Rentals,23,singlefamily_home_rentals.csv,Fuzzy (95)
RE_UR5,Real Estate,Urban Housing,23,urban_housing.csv,Exact
RE_RE4,Real Estate,Real Estate Innovation,20,innovation_in_real_estate.csv,Fuzzy (95)
RE_DAT,Real Estate,Data Center REITs,8,data_center_reits.csv,Exact
TE_AII,Technology,AI Infrastructure,75,ai_infrastructure.csv,Exact
TE_AI1,Technology,AI In Healthcare,75,ai_in_healthcare.csv,Exact
TE_ART,Technology,Artificial Intelligence,75,artificial_intelligence.csv,Exact
TE_CLO,Technology,Cloud Computing,75,cloud_computing.csv,Exact
TE_CL1,Technology,Cloud Services,75,cloud_services.csv,Exact
TE_CL2,Technology,Cloud Software,75,cloud_software.csv,Exact
TE_CYB,Technology,Cybersecurity,75,cybersecurity.csv,Exact
TE_DA1,Technology,Data Analytics,75,data_analysis.csv,Fuzzy (89)
TE_DIG,Technology,Digital Solutions,75,digital_solutions.csv,Exact
TE_DI1,Technology,Digital Transformation,75,digital_transformation.csv,Exact
TE_AIE,Technology,AI Enterprise Integration,75,enterprise_ai_integration.csv,Fuzzy (95)
TE_ENT,Technology,Enterprise Software,75,enterprise_software.csv,Exact
TE_GEN,Technology,Generative AI & LLMs,75,generative_ai_and_llms.csv,Fuzzy (95)
TE_INT,Technology,Internet Of Things,75,internet_of_things.csv,Exact
TE_ITS,Technology,IT Solutions,75,it_solutions.csv,Exact
TE_MAC,Technology,Machine Learning,75,machine_learning.csv,Exact
TE_SAA,Technology,SaaS,75,SaaS.csv,Exact
TE_SEM,Technology,Semiconductor Chips,75,semiconductor_chips.csv,Exact
TE_DI2,Technology,Digital Economy,73,digital_economy.csv,Exact
TE_AI2,Technology,AI In Fintech,68,ai_in_fintech.csv,Exact
TE_APP,Technology,Application Development,68,application_development.csv,Exact
TE_CL3,Technology,Cloud Infrastructure,65,cloud_infrastructure.csv,Exact
TE_ACC,Technology,Accelerated Computing,59,accelerated_computing.csv,Exact
TE_ELE,Technology,Electronic Components,56,electronic_components.csv,Exact
TE_SE1,Technology,Semiconductor Manufacturing,56,semiconductor_manufacturing.csv,Exact
TE_DI3,Technology,Digital Marketing Technology,54,digital_marketing_technology.csv,Exact
TE_DA2,Technology,Data Infrastructure,53,data_infrastructure.csv,Exact
TE_BIG,Technology,Big Data,52,big_data.csv,Exact
TE_CON,Technology,Content Creation,52,content_creation.csv,Exact
TE_HYB,Technology,Hybrid Cloud Computing,51,hybrid_cloud_computing.csv,Exact
TE_IN1,Technology,Internet Infrastructure,51,internet_infrastructure.csv,Exact
TE_AIC,Technology,AI Chips,49,ai_chips.csv,Exact
TE_EL1,Technology,Electronic Devices,46,electronic_commerce_logistics.csv,Fuzzy (86)
TE_ROB,Technology,Robotics,46,robotics.csv,Exact
TE_EL2,Technology,Electronic Devices,45,electronic_devices.csv,Exact
TE_DA3,Technology,Data Security,42,data_security.csv,Exact
TE_REG,Technology,Regulatory Technology,40,regulatory_technology.csv,Exact
TE_COM,Technology,Communication Tools,39,communication_tools.csv,Exact
TE_SER,Technology,Servers,39,servers.csv,Exact
TE_CL4,Technology,Cloud Storage,36,cloud_storage.csv,Exact
TE_EDG,Technology,Edge Computing,35,computing_at_the_edge.csv,Fuzzy (86)
TE_NET,Technology,Network Security,33,network_security.csv,Exact
TE_BLO,Technology,Blockchain Technology,31,blockchain_technology.csv,Exact
TE_EDU,Technology,Education Technology,31,educational_technology.csv,Fuzzy (95)
TE_EL3,Technology,Electronics Innovation,29,electronic_innovation.csv,Fuzzy (98)
TE_SE2,Technology,Semiconductor Equipment,29,semiconductor_equipment.csv,Exact
TE_AI3,Technology,AI Consulting,24,ai_consulting.csv,Exact
TE_DI4,Technology,Digital Twin Technology,24,digital_twin_technology.csv,Exact
TE_MIC,Technology,Microelectronics,23,microelectronics.csv,Exact
TE_WEA,Technology,Wearables,23,wearable_devices.csv,Fuzzy (80)
TE_ITC,Technology,IT Consulting,21,it_consulting.csv,Exact
TE_PRI,Technology,Privacy Compliance,21,privacy_compliance.csv,Exact
TE_SEA,Technology,Search Engine Services,21,search_engine_services.csv,Exact
TE_BL1,Technology,Blockchain Services,20,blockchain_services.csv,Exact
TE_AUG,Technology,Augmented Reality,19,augmented_reality.csv,Exact
TE_SE3,Technology,Semiconductor Materials,19,semiconductor_materials.csv,Exact
TE_VIR,Technology,Virtual Reality,19,virtual_reality.csv,Exact
TE_RO1,Technology,Robotic Process Automation,18,robotic_process_automation.csv,Exact
TE_ZER,Technology,Zero-Trust Cybersecurity,18,zero_trust_cybersecurity.csv,Fuzzy (98)
TE_MET,Technology,Metaverse,17,metaverse.csv,Exact
TE_QUA,Technology,Quantum Computing,17,quantum_computing.csv,Exact
TE_THR,Technology,Threat Intelligence,17,threat_intelligence.csv,Exact
TE_OPE,Technology,Operating Systems,16,operating_systems.csv,Exact
TE_3DP,Technology,3D Printing & Additive Manufacturing,13,3d_printing_and_additive_manufacturing.csv,Fuzzy (96)
TE_LOW,Technology,Low Code/No Code Development,13,low_code_no_code_development.csv,Fuzzy (98)
TE_OP1,Technology,Open Source,13,open_source.csv,Exact
TE_VI1,Technology,Virtual Events & Conferencing Software,12,virtual_events_and_conference_software.csv,Fuzzy (91)
TE_NFT,Technology,NFT Marketplaces,7,nft_marketplaces.csv,Exact
TC_TEL,Telecommunications,Telecommunications Infrastructure,67,telecommunications_infrastructure.csv,Exact
TC_5GI,Telecommunications,5G Infrastructure,63,5g_infrastructure.csv,Exact
TC_5GT,Telecommunications,5G Technology Support,54,5g_technology_support.csv,Exact
TC_FIB,Telecommunications,Fiber Optic Communications,48,fiber_optic_communications.csv,Exact
TC_BRO,Telecommunications,Broadband Services,46,broadband_services.csv,Exact
TC_WIR,Telecommunications,Wireless Infrastructure,45,wireless_infrastructure.csv,Exact
TC_TE1,Telecommunications,Telecommunications Equipment,43,telecommunications_equipment.csv,Exact
TC_WI1,Telecommunications,Wireless Services,43,wireless_services.csv,Exact
TC_SAT,Telecommunications,Satellite Technology,38,satellite_technology.csv,Exact
TC_5G1,Telecommunications,5G Technology Support,34,5g_deployment.csv,Fuzzy (86)
TC_SA1,Telecommunications,Satellite Communications,24,satellite_communications.csv,Exact
TL_AUT,Transportation and Logistics,Automotive Aftermarket,75,automotive_aftermarket.csv,Exact
TL_SUP,Transportation and Logistics,Supply Chain Management,75,supply_chain_management.csv,Exact
TL_SU1,Transportation and Logistics,Supply Chain Solutions,75,supply_chain_solutions.csv,Exact
TL_IND,Transportation and Logistics,Industrial Transportation,75,transport.csv,Fuzzy (90)
TL_GLO,Transportation and Logistics,Global Logistics,71,global_logistics.csv,Exact
TL_COM,Transportation and Logistics,Commercial Fleets,68,commercial_fleets.csv,Exact
TL_LOG,Transportation and Logistics,Logistics Network,62,logistics_network.csv,Exact
TL_WAR,Transportation and Logistics,Warehouse Management,56,warehouse_management.csv,Exact
TL_INV,Transportation and Logistics,Inventory Management,54,inventory_management.csv,Exact
TL_MOB,Transportation and Logistics,Mobility Solutions,54,mobility_solutions.csv,Exact
TL_LO1,Transportation and Logistics,Logistics Innovation,50,innovation_in_logistics.csv,Fuzzy (95)
TL_AIR,Transportation and Logistics,Airlines,41,airlines.csv,Exact
TL_CAR,Transportation and Logistics,Cargo Services,37,cargo_services.csv,Exact
TL_AU1,Transportation and Logistics,Automotive Logistics,36,automotive_logistics.csv,Exact
TL_SU2,Transportation and Logistics,Supply Chain Automation,36,supply_chain_automation.csv,Exact
TL_LAS,Transportation and Logistics,Last-mile Logistics,35,last_mile_logistics.csv,Fuzzy (97)
TL_IN1,Transportation and Logistics,Industrial Transportation,33,industrial_transportation.csv,Exact
TL_FOO,Transportation and Logistics,Foodservice Distribution,30,food_service_distribution.csv,Fuzzy (98)
TL_SMA,Transportation and Logistics,Smart Mobility,30,smart_mobility.csv,Exact
TL_FLE,Transportation and Logistics,Fleet Management Solutions,29,fleet_management_solutions.csv,Exact
TL_AU2,Transportation and Logistics,Automotive E-commerce,24,automotive_ecommerce.csv,Exact
TL_HYB,Transportation and Logistics,Hybrid Vehicles,23,hybrid_vehicles.csv,Exact
TL_TRA,Transportation and Logistics,Transportation,23,transportation_of_goods_by_rail.csv,Fuzzy (90)
TL_TR1,Transportation and Logistics,Transportation,19,cargo_transportation.csv,Fuzzy (95)
TL_FRE,Transportation and Logistics,Freight Brokerage,19,freight_brokerage.csv,Exact
TL_ELE,Transportation and Logistics,Electric Aviation,18,electric_aviation.csv,Exact
TL_DRO,Transportation and Logistics,Drone Delivery Systems,14,drone_delivery_systems.csv,Exact
TL_VEH,Transportation and Logistics,Vehicle-to-grid Technology,13,vehicle_to_grid_technology.csv,Fuzzy (96)
TL_CA1,Transportation and Logistics,Car Rental Integration,12,car_rental_integration.csv,Exact
TL_CRU,Transportation and Logistics,Cruise Operations,8,cruise_operations.csv,Exact
TL_RID,Transportation and Logistics,Ride-sharing Services,8,ride_sharing_services.csv,Fuzzy (98)
TE_AIP,Technology,Aipowered Insights,75,aipowered_insights.csv,
CR_PHY,Consumer and Retail,Physical Presence,75,physical_presence.csv,
HE_ON1,Health,Oncological Medications,64,oncological_medications.csv,
TE_BUS,Technology,Business Networks,62,business_networks.csv,
TL_MAR,Transportation and Logistics,Maritime Transport,55,maritime_transport.csv,
CR_BAS,Consumer and Retail,Basic Consumer Goods,46,basic_consumer_goods.csv,
CR_HO1,Consumer and Retail,Home Furniture,46,home_furniture.csv,
TE_IN2,Technology,Integrated Circuits,39,integrated_circuits.csv,
EU_NUC,Energy and Utilities,Nuclear Power,38,nuclear_power.csv,
FI_IN4,Financials,Institutional Negotiation,37,institutional_negotiation.csv,
RE_BUI,Real Estate,Building Code Compliance,33,building_code_compliance.csv,
FI_IN5,Financials,Insurtech Associations,26,insurtech_associations.csv,
MM_MI6,Materials and Mining,Mining Rights,23,mining_rights.csv,
FI_STO,Financials,Stock Markets,22,stock_markets.csv,
TL_MA1,Transportation and Logistics,Maritime Routes,16,maritime_routes.csv,
CR_STO,Consumer and Retail,Store Furniture,14,store_furniture.csv,
AG_ORG,Agriculture,Organic Agriculture,7,organic_agriculture.csv,
